type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount,food_per_guest,food_per_guest_category
Meat,380,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,1.3157894736842106,Medium
Meat,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,1.4,Medium
Baked Goods,488,Wedding,498,Room Temperature,Regular,Winter,Finger Food,Rural,High,63,1.0204918032786885,Low
Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,50,1.25,Low
Baked Goods,491,Birthday,497,Room Temperature,Regular,Summer,Finger Food,Urban,High,32,1.0122199592668024,Low
Fruits,400,Wedding,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,1.25,Low
Meat,261,Birthday,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,23,1.3409961685823755,Medium
Vegetables,434,Wedding,495,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,36,1.140552995391705,Low
Fruits,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,30,1.2857142857142858,Low
Vegetables,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,1.2857142857142858,Low
Fruits,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,1.25,Low
Baked Goods,247,Wedding,348,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,16,1.408906882591093,Medium
Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,1.25,Low
Baked Goods,207,Wedding,280,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,20,1.3526570048309179,Medium
Baked Goods,280,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,1.25,Low
Baked Goods,400,Corporate,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,40,1.25,Low
Dairy Products,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,1.3636363636363635,Medium
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,1.25,Low
Baked Goods,250,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,1.4,Medium
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,1.25,Low
Vegetables,250,Corporate,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,Moderate,25,1.4,Medium
Dairy Products,230,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,2.1739130434782608,High
Vegetables,350,Wedding,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Fruits,261,Corporate,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,1.3409961685823755,Medium
Baked Goods,247,Corporate,348,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,16,1.408906882591093,Medium
Baked Goods,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,1.263157894736842,Low
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,1.2857142857142858,Low
Dairy Products,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,1.3333333333333333,Medium
Baked Goods,380,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,1.263157894736842,Low
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,1.3333333333333333,Medium
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20,1.3333333333333333,Medium
Dairy Products,300,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,1.3333333333333333,Medium
Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,1.25,Low
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,1.25,Low
Baked Goods,208,Corporate,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,1.3557692307692308,Medium
Baked Goods,320,Wedding,400,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,35,1.25,Low
Dairy Products,240,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,30,1.875,High
Meat,250,Corporate,500,Refrigerated,Regular,Summer,Buffet,Urban,High,40,2.0,High
Meat,430,Corporate,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,1.1093023255813954,Low
Fruits,350,Social Gathering,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Baked Goods,280,Social Gathering,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,1.7142857142857142,Medium
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,1.2857142857142858,Low
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Buffet,Rural,High,35,1.25,Low
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,1.3333333333333333,Medium
Meat,380,Wedding,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,1.263157894736842,Low
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Low,20,1.3333333333333333,Medium
Fruits,380,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,1.3157894736842106,Medium
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,1.25,Low
Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,1.2857142857142858,Low
Meat,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,1.25,Low
Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,1.263157894736842,Low
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Finger Food,Urban,High,30,1.4,Medium
Meat,280,Wedding,350,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,20,1.25,Low
Meat,429,Birthday,496,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,42,1.156177156177156,Low
Dairy Products,320,Wedding,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,1.25,Low
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,50,1.25,Low
Fruits,400,Wedding,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,1.125,Low
Meat,208,Corporate,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,1.3557692307692308,Medium
Vegetables,350,Wedding,450,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,1.2857142857142858,Low
Vegetables,280,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,25,1.25,Low
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Fruits,300,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,1.5,Medium
Fruits,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,1.410909090909091,Medium
Fruits,220,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,2.0454545454545454,High
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,1.25,Low
Vegetables,302,Social Gathering,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,1.228476821192053,Low
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,1.25,Low
Meat,397,Wedding,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,1.2141057934508817,Low
Vegetables,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,1.25,Low
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,1.3333333333333333,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,1.3333333333333333,Medium
Fruits,300,Wedding,400,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,20,1.3333333333333333,Medium
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,1.25,Low
Meat,230,Birthday,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,2.1739130434782608,High
Meat,320,Social Gathering,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,1.25,Low
Meat,280,Wedding,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,1.25,Low
Fruits,280,Wedding,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,1.25,Low
Meat,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,1.25,Low
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,1.3333333333333333,Medium
Fruits,280,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,1.25,Low
Meat,400,Birthday,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,1.25,Low
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,1.25,Low
Baked Goods,342,Corporate,405,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,29,1.1842105263157894,Low
Vegetables,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Fruits,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,1.4,Medium
Baked Goods,320,Birthday,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,1.5,Medium
Vegetables,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,1.25,Low
Fruits,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,1.25,Low
Fruits,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,1.25,Low
Meat,250,Social Gathering,480,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,1.92,High
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,1.2857142857142858,Low
Vegetables,400,Corporate,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,1.25,Low
Meat,250,Social Gathering,350,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,20,1.4,Medium
Vegetables,434,Wedding,495,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,36,1.140552995391705,Low
Vegetables,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,45,1.2857142857142858,Low
Vegetables,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,1.25,Low
Baked Goods,280,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,1.25,Low
Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,20,1.4,Medium
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,1.3333333333333333,Medium
Vegetables,250,Corporate,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20,1.4,Medium
Baked Goods,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,1.3333333333333333,Medium
Vegetables,300,Wedding,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,1.3333333333333333,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,20,1.25,Low
Baked Goods,432,Wedding,477,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,23,1.1041666666666667,Low
Dairy Products,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,40,1.3333333333333333,Medium
Dairy Products,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,1.5,Medium
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,1.25,Low
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,1.3333333333333333,Medium
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,1.25,Low
Meat,350,Social Gathering,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Meat,220,Social Gathering,300,Room Temperature,Occasional,Winter,Finger Food,Rural,Moderate,15,1.3636363636363635,Medium
Dairy Products,275,Wedding,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,1.410909090909091,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,1.25,Low
Fruits,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,1.3157894736842106,Medium
Dairy Products,400,Birthday,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,1.25,Low
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,1.3333333333333333,Medium
Baked Goods,275,Birthday,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,1.410909090909091,Medium
Baked Goods,400,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.875,Low
Meat,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,1.4,Medium
Baked Goods,434,Wedding,495,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,1.140552995391705,Low
Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,1.25,Low
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,20,1.25,Low
Baked Goods,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,1.3333333333333333,Medium
Baked Goods,220,Corporate,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,1.25,Low
Dairy Products,261,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,23,1.3409961685823755,Medium
Dairy Products,275,Social Gathering,388,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,16,1.410909090909091,Medium
Dairy Products,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,1.25,Low
Vegetables,380,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,1.263157894736842,Low
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,1.25,Low
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,15,1.2857142857142858,Low
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,1.2857142857142858,Low
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,2.0454545454545454,High
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,1.3636363636363635,Medium
Meat,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,1.3557692307692308,Medium
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,34,1.4,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,1.25,Low
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,1.2857142857142858,Low
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,1.4,Medium
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,1.25,Low
Baked Goods,270,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,1.4814814814814814,Medium
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,1.4,Medium
Dairy Products,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,1.3557692307692308,Medium
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,1.2857142857142858,Low
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,1.4,Medium
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,1.4,Medium
Meat,302,Birthday,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,1.228476821192053,Low
Meat,430,Wedding,477,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,29,1.1093023255813954,Low
Meat,400,Birthday,450,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,1.125,Low
Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Buffet,Rural,Moderate,20,1.4,Medium
Meat,290,Corporate,374,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,27,1.289655172413793,Low
Meat,220,Birthday,450,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,2.0454545454545454,High
Meat,300,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,1.3333333333333333,Medium
Meat,240,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,1.875,High
Meat,442,Corporate,482,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,32,1.090497737556561,Low
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,20,1.3333333333333333,Medium
Vegetables,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,1.0122199592668024,Low
Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,1.3636363636363635,Medium
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,45,1.2857142857142858,Low
Meat,300,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,1.3333333333333333,Medium
Vegetables,302,Social Gathering,371,Refrigerated,Regular,Summer,Buffet,Rural,Low,27,1.228476821192053,Low
Meat,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,25,1.2857142857142858,Low
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,15,1.3333333333333333,Medium
Fruits,450,Corporate,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,30,1.1111111111111112,Low
Meat,434,Corporate,495,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,1.140552995391705,Low
Meat,250,Corporate,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,1.4,Medium
Meat,450,Birthday,500,Refrigerated,Regular,Summer,Finger Food,Urban,High,30,1.1111111111111112,Low
Meat,434,Wedding,495,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Low,36,1.140552995391705,Low
Meat,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,1.25,Low
Meat,280,Corporate,480,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,1.7142857142857142,Medium
Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,1.25,Low
Meat,429,Corporate,496,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,42,1.156177156177156,Low
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,1.25,Low
Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45,1.25,Low
Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,1.3636363636363635,Medium
Dairy Products,220,Birthday,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,1.3636363636363635,Medium
Fruits,250,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Rural,Moderate,20,1.4,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Buffet,Suburban,High,30,1.3333333333333333,Medium
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,1.25,Low
Baked Goods,430,Social Gathering,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,1.1093023255813954,Low
Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,1.3333333333333333,Medium
Fruits,320,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,25,1.25,Low
Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,1.25,Low
Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,1.2857142857142858,Low
Vegetables,300,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,1.3333333333333333,Medium
Baked Goods,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,1.25,Low
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,1.25,Low
Baked Goods,300,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,40,1.3333333333333333,Medium
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Buffet,Suburban,High,40,1.2857142857142858,Low
Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Buffet,Urban,Low,10,1.4,Medium
Meat,220,Wedding,300,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,1.3636363636363635,Medium
Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,1.4,Medium
Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,1.4,Medium
Meat,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,15,1.3636363636363635,Medium
Meat,270,Corporate,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,40,1.4814814814814814,Medium
Meat,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,1.25,Low
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,1.3333333333333333,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Buffet,Rural,High,40,1.25,Low
Baked Goods,280,Birthday,400,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,25,1.4285714285714286,Medium
Vegetables,450,Corporate,500,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,1.1111111111111112,Low
Meat,280,Birthday,480,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,15,1.7142857142857142,Medium
Meat,380,Corporate,480,Refrigerated,Occasional,Summer,Buffet,Suburban,Moderate,30,1.263157894736842,Low
Vegetables,320,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,1.5,Medium
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,25,1.2857142857142858,Low
Vegetables,220,Social Gathering,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,1.3636363636363635,Medium
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,1.3636363636363635,Medium
Baked Goods,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,1.1290322580645162,Low
Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,1.3636363636363635,Medium
Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,1.25,Low
Meat,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,1.25,Low
Meat,280,Social Gathering,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Low,20,1.25,Low
Vegetables,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,1.2857142857142858,Low
Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,1.25,Low
Dairy Products,250,Social Gathering,480,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,1.92,High
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,35,1.25,Low
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,1.2857142857142858,Low
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,50,1.25,Low
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,1.3333333333333333,Medium
Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,1.2857142857142858,Low
Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,1.4,Medium
Dairy Products,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,1.3157894736842106,Medium
Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,1.25,Low
Fruits,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,1.4,Medium
Meat,320,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,25,1.25,Low
Meat,320,Corporate,400,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,25,1.25,Low
Fruits,280,Birthday,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,20,1.25,Low
Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,1.3636363636363635,Medium
Vegetables,290,Wedding,374,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,27,1.289655172413793,Low
Fruits,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,1.3333333333333333,Medium
Fruits,400,Corporate,450,Room Temperature,Occasional,All Seasons,Buffet,Urban,Moderate,30,1.125,Low
Fruits,342,Birthday,405,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,29,1.1842105263157894,Low
Meat,292,Social Gathering,470,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,High,50,1.6095890410958904,Medium
